namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q1,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,T1.Q1.A1,"General Causation (In general, X causes Y.)",73d7a14a-9ec6-404c-b2b7-a55508af3b76,72f66314-fce3-4c80-a226-263ef1979190,"General Causation (In general, X causes Y.)",1,2,3764,4345,"Especially\xa0at risk are the elderly, who both get more ill from the coronavirus and already experience high rates of social isolation (SN: 3/4/20). As people age, they often lose the ability to get around and socialize, and their support systems shrink as friends and family die. In February, a study from the National Academies of Sciences, Engineering and Medicine reported that\xa0nearly a quarter of Americans age 65 and older are socially isolated, defined as having few social relationships or infrequent contact with others. And 43 percent of adults age 60 and older feel lonely"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q1,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,T1.Q1.A1,"General Causation (In general, X causes Y.)",73d7a14a-9ec6-404c-b2b7-a55508af3b76,72f66314-fce3-4c80-a226-263ef1979190,"General Causation (In general, X causes Y.)",1,2,4511,5011,"Such loneliness and isolation may harm overall health\xa0across age groups (SN: 2/20/15). In 2015, Holt-Lunstad and her colleagues did a meta-analysis of 70 studies involving more than 3.4 million participants followed for an average of seven years.\xa0The likelihood of dying during the study period\xa0increased by 26 percent for those who reported loneliness (feeling alone), 29 percent for those who were socially isolated (having few social contacts) and 32 percent for those living alone, the team found"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,T1.Q2.A4,A plausible mechanism is proposed,0546a258-029e-46ed-a84f-9ea36d69a770,efe007a8-28dd-4b69-afd3-89025010961d,A plausible mechanism is proposed,1,1,3764,4041,"Especially\xa0at risk are the elderly, who both get more ill from the coronavirus and already experience high rates of social isolation (SN: 3/4/20). As people age, they often lose the ability to get around and socialize, and their support systems shrink as friends and family die"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,T1.Q2.A5,An experimental study was conducted (natural experiments OK),780989ca-2765-4989-9cc3-08f3874489e0,84f47d8d-9704-44d3-ae26-d8dd259082af,An experimental study was conducted (natural experiments OK),1,2,4511,5011,"Such loneliness and isolation may harm overall health\xa0across age groups (SN: 2/20/15). In 2015, Holt-Lunstad and her colleagues did a meta-analysis of 70 studies involving more than 3.4 million participants followed for an average of seven years.\xa0The likelihood of dying during the study period\xa0increased by 26 percent for those who reported loneliness (feeling alone), 29 percent for those who were socially isolated (having few social contacts) and 32 percent for those living alone, the team found"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,T1.Q2.A5,An experimental study was conducted (natural experiments OK),780989ca-2765-4989-9cc3-08f3874489e0,84f47d8d-9704-44d3-ae26-d8dd259082af,An experimental study was conducted (natural experiments OK),1,2,4043,4345,"In February, a study from the National Academies of Sciences, Engineering and Medicine reported that\xa0nearly a quarter of Americans age 65 and older are socially isolated, defined as having few social relationships or infrequent contact with others. And 43 percent of adults age 60 and older feel lonely"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,T1.Q2.A7,Experts are cited,c51b597d-2d96-4337-affe-b92836a08869,c3994689-db75-4acc-9235-dc93fa5733bd,Experts are cited,1,1,4407,4509,"study coauthor Julianne Holt-Lunstad, a health psychologist at Brigham Young University in Provo, Utah"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q4,How representative is the sample of the population that the claim is made about?,T1.Q4.A3,Somewhat representative,bb6f79bb-745d-4f1f-aadc-1ca3f294dd1a,71767ff5-37c3-4651-8082-29532940c00a,Somewhat representative,0,0,0,0,
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q5,"Was there an adequate control? If so, highlight section.",T1.Q5.A4,No control,464a0e54-f7bb-46c7-b51c-9d1af2883ed7,dd359417-a15b-4681-8d10-8fdc74c12aa3,No control,0,0,0,0,
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q7,What is the best alternative explanation you can think of that could lead to the same set of evidence?,T1.Q7.A1,placeholder answer for TEXT,682be4e9-7e39-45b2-82e6-9f6300bb173c,0922eedf-ba6c-45cc-b3f3-e0ddd0bcbb49,"Some of the people that were being studied might have already had health conditions that kept them from socializing, and those that could socialize were not a part of the study.",0,0,0,0,
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,270ea60c-f961-402b-96d5-c015fac1960d,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2895,a23b77bd-9eae-4050-9b5d-e38ecb126226,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,3,9c9cc545-85b4-4395-891d-2233caa8af5f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-06-14 22:21:59.965478,2020-06-14 22:37:37.591862,937.626384,Evidence Specialist,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",T1.Q8.A4,Somewhat less likely,5f82927d-95d4-4506-9d68-259aa66fcc69,88a6f2ed-fa47-4058-8bae-95d1276b7e3d,Somewhat less likely,0,0,0,0,
