namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,ccda54fd-8895-4243-b1e6-d6230206502d,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:49:02.206096,2020-06-04 23:59:55.214231,653.008135,Probability Specialist,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A3,No,93f9e87c-fc74-48b2-9f74-523a705c0f2d,07d908e9-1028-4362-831e-7882172cd809,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,ccda54fd-8895-4243-b1e6-d6230206502d,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:49:02.206096,2020-06-04 23:59:55.214231,653.008135,Probability Specialist,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A2,"Yes, implicitly",197d9ebe-9a23-43a6-ab46-ff4f0aae75cf,676a18ac-05b2-4427-8aac-8fe9f7161eee,"Yes, implicitly",1,1,6005,6013,possibly
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,ccda54fd-8895-4243-b1e6-d6230206502d,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:49:02.206096,2020-06-04 23:59:55.214231,653.008135,Probability Specialist,T1.Q6,Are any numbers given?,T1.Q6.A1,No,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,a80f9545-12c8-4a9c-a89f-4983919d40a9,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,ccda54fd-8895-4243-b1e6-d6230206502d,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:49:02.206096,2020-06-04 23:59:55.214231,653.008135,Probability Specialist,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A3,I can't tell,80a9713a-14d3-47ed-9b92-f90853e73f60,7b2018e2-ff8c-47a2-97cf-a10eb3005570,I can't tell,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,ccda54fd-8895-4243-b1e6-d6230206502d,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:49:02.206096,2020-06-04 23:59:55.214231,653.008135,Probability Specialist,T1.Q13,"How difficult was this task for you, on the whole?",T1.Q13.A5,5: Middling difficulty,996f482d-49c8-430d-a9a3-5c952b217e5f,5ba91f52-4eb0-4e40-bf93-967d62cb8602,5: Middling difficulty,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,ccda54fd-8895-4243-b1e6-d6230206502d,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:49:02.206096,2020-06-04 23:59:55.214231,653.008135,Probability Specialist,T1.Q14,"How confident are you about your answers, on the whole?",T1.Q14.A7,7,b38ae034-6a32-4759-987f-a246ece878b5,d4bf61c8-9336-4a9c-993c-958893be8b58,7,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,8a033da5-0d1e-4264-9849-6dda3a70e564,f18207d6-37cb-4349-a31e-a4ff2adcf299,2020-06-08 22:58:13.837476,2020-06-08 23:00:31.070589,137.233113,Probability Specialist,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A3,No,93f9e87c-fc74-48b2-9f74-523a705c0f2d,e730869a-4b60-4cc9-ab7a-f309a7d8e6d7,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,8a033da5-0d1e-4264-9849-6dda3a70e564,f18207d6-37cb-4349-a31e-a4ff2adcf299,2020-06-08 22:58:13.837476,2020-06-08 23:00:31.070589,137.233113,Probability Specialist,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A2,"Yes, implicitly",197d9ebe-9a23-43a6-ab46-ff4f0aae75cf,cc7c9aa8-34c2-44df-800f-d7d8ececb7a9,"Yes, implicitly",1,2,5968,5975,suggest
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,8a033da5-0d1e-4264-9849-6dda3a70e564,f18207d6-37cb-4349-a31e-a4ff2adcf299,2020-06-08 22:58:13.837476,2020-06-08 23:00:31.070589,137.233113,Probability Specialist,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A2,"Yes, implicitly",197d9ebe-9a23-43a6-ab46-ff4f0aae75cf,cc7c9aa8-34c2-44df-800f-d7d8ececb7a9,"Yes, implicitly",1,2,6005,6013,possibly
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,0834fc96-8c79-403c-80a0-4956d15b406f,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2941,3489b0dd-4248-493b-a40e-2888b94a2934,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,8a033da5-0d1e-4264-9849-6dda3a70e564,f18207d6-37cb-4349-a31e-a4ff2adcf299,2020-06-08 22:58:13.837476,2020-06-08 23:00:31.070589,137.233113,Probability Specialist,T1.Q6,Are any numbers given?,T1.Q6.A1,No,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,f45ac9a5-adad-472d-b1e4-1da50012d90d,No,0,0,0,0,
