,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
0,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,129e7152-c11a-4854-b984-fa29d59b2ad3,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},2,451,504,"Luciano Sandona, one of the authors of the resolution"
1,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,129e7152-c11a-4854-b984-fa29d59b2ad3,EasyTriage2021_02_18_v4,Quoted Sources,1,,{},2,309,449,Parliament of the Veneto region called on the country's government to recognize Crimea as part of Russia and attain speedy lift of sanctions
2,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,acfe8423-4a78-4949-9b0a-8b3a092d1d66,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},6,1384,1554,"The EU and Italy totally ignore almost unanimous will of the Crimean people and the Parliament, as well as historical and cultural compounds, which facilitate this choice"
3,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,acfe8423-4a78-4949-9b0a-8b3a092d1d66,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},6,709,723,the resolution
4,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,acfe8423-4a78-4949-9b0a-8b3a092d1d66,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},6,1579,1677,"It is also pointed out that the ""Italian export lost 3.6bln euros"" because of the sanctions regime"
5,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,acfe8423-4a78-4949-9b0a-8b3a092d1d66,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},6,1681,1876,"Such regions as Lombardia, Emilia-Romagna and Veneto have the greatest losses given a ban on trading with Russia, as namely these three regions suffered over 72% of the export reduction to Russia"
6,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,acfe8423-4a78-4949-9b0a-8b3a092d1d66,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},6,725,1072,"Roberto Ciambetti, President of the Council and Luca Zaia, President of Veneto are authorized to actively work with the government and parliament of Italy, and the EU institutions aiming at reconsideration of relations between the EU and Russia, as well as assist creation of a committee which will gather signatures to lift anti-Russian sanctions"
7,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,acfe8423-4a78-4949-9b0a-8b3a092d1d66,EasyTriage2021_02_18_v4,Quoted Sources,2,,{},6,120,173,Italian Regional Council of Veneto adopted resolution
8,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,91db5b46-bcfc-40be-8284-b9745dbc232f,EasyTriage2021_02_18_v4,Quoted Sources,3,,{},2,1903,1954,the Ukrainian Ambassador to Italy Evgeniy Perelygin
9,ESTF_Articles/2021-03-10/FirstShotFiredEuropeRecognizes.txt.txt,530712114,FirstShotFiredEuropeRecognizes.txt.txt,a06ca613fe2c7f47e4c8c32c540b6850cc3fb61559d90ebbc835f2e52e19c029,2252,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,b78796b7-7911-4f62-b829-f8467fd6a066,Copied from  241 (Elaine B. Kliner) at 2021-05-25T205003,True,768e6a9c-0cbf-41b8-b6ea-78fa8aa03d20,91db5b46-bcfc-40be-8284-b9745dbc232f,EasyTriage2021_02_18_v4,Quoted Sources,3,,{},2,1955,2072,sent a letter to the Regional Council of Veneto demanding not to vote for the recognition of Crimea as part of Russia
