highlight_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,highlight_count,submitted_tua
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,48bc2d29-12a8-42a2-aa5c-1da461e36132,Form.2020_03txt,Quoted Sources,1,1,"[{""start"": 824, ""case_number"": 1, ""end"": 1058, ""text"": ""CIA experts described a scenario very close to COVID-19.\n\nThey foresaw \""the emergence of a new, highly contagious, virulent respiratory disease in humans for which there is no adequate treatment and which could cause a global pandemic""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,2f56da66-7ef4-429a-95e3-534febd6807d,Form.2020_03txt,Quoted Sources,2,1,"[{""start"": 1064, ""case_number"": 2, ""end"": 1562, ""text"": ""The emergence of a pandemic depends on the natural genetic mutation, on the recombination of viral strains already in circulation, or on the emergence of a new pathogenic factor in the human population. Highly pathogenic avian influenza strains such as H5N1 are likely candidates for this type of transformation, but other pathogens, such as the severe acute respiratory syndrome coronavirus and some influenza strains will have the same properties, \""the Portuguese newspaper quoted Visao as saying""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,d4627b54-2e62-4967-9ccf-fcc0f0d741b5,Form.2020_03txt,Quoted Sources,3,1,"[{""start"": 1624, ""case_number"": 3, ""end"": 1879, ""text"": ""The country of origin probably will not have adequate means of detection, so it will take a long time to detect the disease. Laboratories will need weeks to get the final results confirming the existence of the disease, which could develop into a pandemic""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,323f67ef-6a7a-4719-b52f-fcc4990fe801,Form.2020_03txt,Quoted Sources,4,2,"[{""start"": 1931, ""case_number"": 4, ""end"": 2129, ""text"": ""Despite restrictions on international movement, travelers with few or no symptoms can carry the virus to other continents. There will be more and more patients, and new cases will appear every month""}, {""start"": 2133, ""case_number"": 4, ""end"": 2436, ""text"": ""The report predicts areas and circumstances of the emergence of new viruses:\n\""If a pandemic breaks out, it will undoubtedly begin in a densely populated area in which people live in close proximity to animals. There are such areas in China and Southeast Asia, where people live in contact with livestock""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,284261ec-1ba1-4216-8533-88c08469490f,Form.2020_03txt,Quoted Sources,5,2,"[{""start"": 2440, ""case_number"": 5, ""end"": 2632, ""text"": ""In the worst case, according to a CIA report, \"" from ten to several hundred million Westerners will become infected with this disease , and the number of deaths will amount to tens of millions""}, {""start"": 2874, ""case_number"": 5, ""end"": 3146, ""text"": ""If this disease appears by 2020, internal and cross-border tensions and conflicts will spread. Countries with insufficient capabilities will seek to control population movements in order to avoid infection or to maintain access to natural resources, \u201d the report concludes""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,b2628b93-6d28-42ba-bc61-6856da3b8507,Form.2020_03txt,Quoted Sources,6,1,"[{""start"": 3149, ""case_number"": 6, ""end"": 3608, ""text"": ""As reported by Pravda.Ru, an official spokesman for the Chinese Foreign Ministry said that the US military brought the COVID-19 virus to Wuhan.\n\nIn the scientific journal Nature Medicine for 2015, they found an article stating that American scientists artificially created a hybrid version of coronavirus in different animals, for example, bats. It is further described that back in 2013 they were studying the possibility of transmitting this virus to humans""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,e786a45e-8514-4e92-b03e-da30d40e6fa2,Form.2020_03txt,Quoted Sources,7,1,"[{""start"": 3623, ""case_number"": 7, ""end"": 3724, ""text"": ""the United States reported that they created an experimental coronavirus vaccine and began testing it""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,c0f53497-14c1-4269-8dd8-7e7726c7c27e,Form.2020_03txt,Assertions,1,1,"[{""start"": 3726, ""case_number"": 1, ""end"": 3811, ""text"": ""It is natural to assume who will be the beneficiary of the huge profits from its sale""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,4923da67-1994-423f-9423-f04054db7829,Form.2020_03txt,Arguments,1,7,"[{""start"": 113, ""case_number"": 1, ""end"": 259, ""text"": ""In social networks and small Western publications, a retelling of the 2005 CIA report appeared on the subject \u201cWhat will the world be like in 2020""}, {""start"": 699, ""case_number"": 1, ""end"": 1058, ""text"": ""The prospects for a global pandemic are surprisingly true. In a chapter entitled \u201cA Possible Outbreak of a Global Pandemic,\u201d CIA experts described a scenario very close to COVID-19.\n\nThey foresaw \""the emergence of a new, highly contagious, virulent respiratory disease in humans for which there is no adequate treatment and which could cause a global pandemic""}, {""start"": 1565, ""case_number"": 1, ""end"": 1600, ""text"": ""No one will be ready for a pandemic""}, {""start"": 1624, ""case_number"": 1, ""end"": 1879, ""text"": ""The country of origin probably will not have adequate means of detection, so it will take a long time to detect the disease. Laboratories will need weeks to get the final results confirming the existence of the disease, which could develop into a pandemic""}, {""start"": 1931, ""case_number"": 1, ""end"": 2436, ""text"": ""Despite restrictions on international movement, travelers with few or no symptoms can carry the virus to other continents. There will be more and more patients, and new cases will appear every month.\u201d\n\nThe report predicts areas and circumstances of the emergence of new viruses:\n\""If a pandemic breaks out, it will undoubtedly begin in a densely populated area in which people live in close proximity to animals. There are such areas in China and Southeast Asia, where people live in contact with livestock""}, {""start"": 2636, ""case_number"": 1, ""end"": 2826, ""text"": ""In the rest of the world, there will be a degradation of vital infrastructure, there will be economic losses on a global scale , about one third of the population will go through the disease""}, {""start"": 2874, ""case_number"": 1, ""end"": 3146, ""text"": ""If this disease appears by 2020, internal and cross-border tensions and conflicts will spread. Countries with insufficient capabilities will seek to control population movements in order to avoid infection or to maintain access to natural resources, \u201d the report concludes""}]"
a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,https://pe.goodlylabs.org/project/Covid_Form1.0/task/2743,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,16,3b1ddace-878c-4c64-a6a1-1e25f355f44f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-19 15:43:21.602256,2020-03-19 16:23:39.746912,2418.144656,eea6de89-48af-4ab6-ba77-37e4109cc8fc,Form.2020_03txt,Arguments,2,2,"[{""start"": 3149, ""case_number"": 2, ""end"": 3291, ""text"": ""As reported by Pravda.Ru, an official spokesman for the Chinese Foreign Ministry said that the US military brought the COVID-19 virus to Wuhan""}, {""start"": 3294, ""case_number"": 2, ""end"": 3608, ""text"": ""In the scientific journal Nature Medicine for 2015, they found an article stating that American scientists artificially created a hybrid version of coronavirus in different animals, for example, bats. It is further described that back in 2013 they were studying the possibility of transmitting this virus to humans""}]"
