namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,d017337b-4120-4023-8b7c-ed38018de6d4,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:44:55.904017,2020-06-04 23:46:32.130025,96.226008,Probability Specialist,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A3,No,93f9e87c-fc74-48b2-9f74-523a705c0f2d,a7a26c28-e1e2-4015-aa7d-e30a895b8c9e,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,d017337b-4120-4023-8b7c-ed38018de6d4,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:44:55.904017,2020-06-04 23:46:32.130025,96.226008,Probability Specialist,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A1,"Yes, explicitly",3adf818c-86cd-457b-8a4e-3d737aa3a659,11b85e0f-8860-49d6-960b-689df589efb4,"Yes, explicitly",1,2,2536,2584,Mitigating those risks can reduce the likelihood
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,d017337b-4120-4023-8b7c-ed38018de6d4,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:44:55.904017,2020-06-04 23:46:32.130025,96.226008,Probability Specialist,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A1,"Yes, explicitly",3adf818c-86cd-457b-8a4e-3d737aa3a659,11b85e0f-8860-49d6-960b-689df589efb4,"Yes, explicitly",1,2,2740,2792,it need not cause serious mental health difficulties
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,d017337b-4120-4023-8b7c-ed38018de6d4,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:44:55.904017,2020-06-04 23:46:32.130025,96.226008,Probability Specialist,T1.Q6,Are any numbers given?,T1.Q6.A1,No,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,3c7c50ab-f0ed-4fb8-9fcc-d418fab44222,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,d017337b-4120-4023-8b7c-ed38018de6d4,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:44:55.904017,2020-06-04 23:46:32.130025,96.226008,Probability Specialist,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A4,"No, not at all",5606d8e9-7ace-405f-a87e-5ef9f7c2e8eb,b96c1be9-9107-4957-a8a1-9f254f777112,"No, not at all",0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,d017337b-4120-4023-8b7c-ed38018de6d4,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:44:55.904017,2020-06-04 23:46:32.130025,96.226008,Probability Specialist,T1.Q13,"How difficult was this task for you, on the whole?",T1.Q13.A7,7,3d682fb5-5826-4095-86a1-71875d764d0d,79324818-17f6-4ded-99d3-ad0823eeee4c,7,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,d017337b-4120-4023-8b7c-ed38018de6d4,e44f5799-6915-45fd-874e-060f6afedcb9,2020-06-04 23:44:55.904017,2020-06-04 23:46:32.130025,96.226008,Probability Specialist,T1.Q14,"How confident are you about your answers, on the whole?",T1.Q14.A9,9,479fc9ac-bf76-4c42-84bd-a627516a5fdf,c030609b-513e-4269-ae90-f0f3c5c56e92,9,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,a3a20835-e597-48ea-903b-a908db045248,f18207d6-37cb-4349-a31e-a4ff2adcf299,2020-06-08 22:33:01.954464,2020-06-08 22:41:47.299124,525.34466,Probability Specialist,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A3,No,93f9e87c-fc74-48b2-9f74-523a705c0f2d,f4e02025-b36a-4a33-b700-5e8474c9dbc8,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,a3a20835-e597-48ea-903b-a908db045248,f18207d6-37cb-4349-a31e-a4ff2adcf299,2020-06-08 22:33:01.954464,2020-06-08 22:41:47.299124,525.34466,Probability Specialist,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A3,No,4f162277-faca-46d2-9da6-760023182275,f3466139-ed98-4d6a-920f-106cd0898ecf,No,0,0,0,0,
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,615235b3-4ead-45c6-9666-2d9b5df2ae79,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2937,24d551a3-8e6d-48dc-8c19-6dee8ec94cb1,CovidArticles/Covid_article_for_PE_S&S&S.txt,100059,Covid_article_for_PE_S&S&S.txt,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,6794,PYBOSSA,4,4,a3a20835-e597-48ea-903b-a908db045248,f18207d6-37cb-4349-a31e-a4ff2adcf299,2020-06-08 22:33:01.954464,2020-06-08 22:41:47.299124,525.34466,Probability Specialist,T1.Q6,Are any numbers given?,T1.Q6.A3,"Yes, multiple numbers",99e392bc-20d5-4381-9e7c-10682ee30a45,82c1ab34-60e3-4e5b-851a-51ed28ee9fa5,"Yes, multiple numbers",1,4,2004,2024,549 hospital workers
